Vernier Format 2
Sin título.cmbl 8/05/2025 12:03:27 .
Último
Tiempo	Posición	Velocidad 1	Aceleración 1	Angulo	Velocidad 2	Aceleración 2
t	x	v 1	a 1	Angulo	v 2	a 2
s	m	m/s	m/s²	rad	rad/s	rad/s²

0.033333	0.5729815	0.0331569982366	-0.843368117278	0	0	0
0.066666	0.575211	-0.00100042667093	-0.577073312242	0	0	0
0.099999	0.5729815	-0.0190366903669	-0.185652463031	0	0	0
0.133332	0.57281	-0.00886092194255	0.0803684129158	0	0	0.0121205844382
0.166665	0.5726385	-0.0032871162045	0.065099843657	0	0	0.0848440910674
0.199998	0.57281	-0.00242960762941	-0.0484497189895	0	0	0.424220455337
0.233331	0.5726385	-0.00786049527162	-0.146492513169	0	0.0145445558788	1.17569669051
0.266664	0.5722955	-0.0142918095848	-0.187224577806	0	0.0581782235153	2.42411688764
0.299997	0.5716095	-0.019722697227	-0.238437407613	0	0.203623782304	3.10286961618
0.33333	0.571095	-0.0285836191695	-0.323236325805	0.0174532925199	0.276346561698	3.46648714933
0.366663	0.5698945	-0.0427325106584	-0.364206589651	0.0174532925199	0.37815845285	5.01792195742
0.399996	0.5681795	-0.055309303093	-0.335146286226	0.0349065850398	0.669049570427	5.01792195743
0.433329	0.5661215	-0.0655994059941	-0.284767153648	0.0698131700797	0.770861461579	3.46648714934
0.466662	0.5637205	-0.073174065074	-0.258207941911	0.0872664625997	0.843584240973	3.10286961618
0.499995	0.5613195	-0.0823208232082	-0.242129495343	0.12217304764	0.989029799762	2.42411688764
0.533328	0.5582325	-0.0907529908632	-0.190797565932	0.157079632679	1.0326634674	1.1756966905
0.566661	0.5551455	-0.0957551242179	-0.125650082434	0.191986217719	1.04720802328	0.424220455331
0.599994	0.5517155	-0.0971843051764	-0.110881731512	0.226892802759	1.04720802328	0.096964675502
0.633327	0.5488	-0.101614766148	-0.136369046812	0.261799387799	1.04720802328	0.0969646755092
0.66666	0.545027	-0.108188998557	-0.113382823201	0.296705972839	1.04720802328	0.412099870905
0.699993	0.5414255	-0.110332769994	-0.0591925032886	0.331612557879	1.06175257916	1.06661143056
0.733326	0.5376525	-0.111619032857	-0.0197705342976	0.366519142919	1.10538624679	1.84232883461
0.766659	0.5338795	-0.110046933803	-0.0259637137161	0.401425727959	1.2362872497	1.18781727494
0.799992	0.5304495	-0.112047787145	-0.0675294755828	0.453785605518	1.2362872497	-0.678752728538
0.833325	0.526505	-0.11633533002	-0.0647901846861	0.488692190558	1.11993080267	-0.678752728537
0.866658	0.5225605	-0.117478674787	-0.0341815864061	0.523598775598	1.11993080267	1.18781727495
0.899991	0.518616	-0.117192838595	-0.0362062796775	0.558505360638	1.25083180558	1.85444941905
0.933324	0.514843	-0.119050773841	-0.0607407981432	0.610865238198	1.29446547322	1.15145552163
0.966657	0.510727	-0.122337890046	-0.0601453001222	0.645771823238	1.3090100291	0.836320326237
0.99999	0.506611	-0.123338316716	-0.0609789973516	0.698131700798	1.32355458498	1.2362996127
1.033323	0.502495	-0.125339170058	-0.0903965995896	0.733038285838	1.36718825261	2.26654928994
1.066656	0.4982075	-0.126625432921	-0.166620346279	0.785398163397	1.5126338114	2.25442870551
1.099989	0.494606	-0.140631406314	-0.116003014493	0.837758040957	1.55626747904	1.15145552163
1.133322	0.488432	-0.143061013943	0.158521573193	0.890117918517	1.57081203492	0.424220455339
1.166655	0.484316	-0.125482088154	0.313351058657	0.942477796077	1.57081203492	0.0848440910663
1.199988	0.4803715	-0.114191558582	0.252372061305	0.994837673637	1.57081203492	0.0121205844346
1.233321	0.4769415	-0.10876067094	0.170550633218	1.0471975512	1.57081203491	-1.06693499601E-12
1.266654	0.4731685	-0.106045227119	0.171503430051	1.09955742876	1.57081203492	1.22347800792E-12
1.299987	0.4697385	-0.0993280766141	0.239271104843	1.15191730632	1.57081203492	-0.0121205844395
1.33332	0.46648	-0.0901813184799	0.312517361427	1.20427718388	1.57081203491	-0.0848440910665
1.366653	0.4635645	-0.0766040993743	0.337647377914	1.25663706144	1.57081203492	-0.412099870896
1.399986	0.4615065	-0.0663139964733	0.33669458108	1.308996939	1.55626747904	-1.06661143056
